SYMBOL,NAME OF COMPANY,SERIES,Unnamed: 8,YahooEquiv,Yahoo_Equivalent_Code
HDFCAMC,HDFC Asset Management Company Limited,EQ,.NS,HDFCAMC.NS,"'HDFCAMC.NS',"
HDFCBANK,HDFC Bank Limited,EQ,.NS,HDFCBANK.NS,"'HDFCBANK.NS',"
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,.NS,HDFCLIFE.NS,"'HDFCLIFE.NS',"
HDIL,Housing Development and Infrastructure Limited,BZ,.NS,HDIL.NS,"'HDIL.NS',"
HEG,HEG Limited,EQ,.NS,HEG.NS,"'HEG.NS',"
HEIDELBERG,HeidelbergCement India Limited,EQ,.NS,HEIDELBERG.NS,"'HEIDELBERG.NS',"
HEMIPROP,Hemisphere Properties India Limited,EQ,.NS,HEMIPROP.NS,"'HEMIPROP.NS',"
HERCULES,Hercules Hoists Limited,EQ,.NS,HERCULES.NS,"'HERCULES.NS',"
HERITGFOOD,Heritage Foods Limited,EQ,.NS,HERITGFOOD.NS,"'HERITGFOOD.NS',"
HEROMOTOCO,Hero MotoCorp Limited,EQ,.NS,HEROMOTOCO.NS,"'HEROMOTOCO.NS',"
HESTERBIO,Hester Biosciences Limited,EQ,.NS,HESTERBIO.NS,"'HESTERBIO.NS',"
HEXATRADEX,Hexa Tradex Limited,EQ,.NS,HEXATRADEX.NS,"'HEXATRADEX.NS',"
HFCL,HFCL Limited,EQ,.NS,HFCL.NS,"'HFCL.NS',"
HGINFRA,H.G. Infra Engineering Limited,EQ,.NS,HGINFRA.NS,"'HGINFRA.NS',"
HGS,Hinduja Global Solutions Limited,EQ,.NS,HGS.NS,"'HGS.NS',"
HIKAL,Hikal Limited,EQ,.NS,HIKAL.NS,"'HIKAL.NS',"
HILTON,Hilton Metal Forging Limited,EQ,.NS,HILTON.NS,"'HILTON.NS',"
HIMATSEIDE,Himatsingka Seide Limited,EQ,.NS,HIMATSEIDE.NS,"'HIMATSEIDE.NS',"
HINDALCO,Hindalco Industries Limited,EQ,.NS,HINDALCO.NS,"'HINDALCO.NS',"
HINDCOMPOS,Hindustan Composites Limited,EQ,.NS,HINDCOMPOS.NS,"'HINDCOMPOS.NS',"
HINDCOPPER,Hindustan Copper Limited,EQ,.NS,HINDCOPPER.NS,"'HINDCOPPER.NS',"
HINDMOTORS,Hindustan Motors Limited,BE,.NS,HINDMOTORS.NS,"'HINDMOTORS.NS',"
HINDNATGLS,Hindusthan National Glass & Industries Limited,EQ,.NS,HINDNATGLS.NS,"'HINDNATGLS.NS',"
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,.NS,HINDOILEXP.NS,"'HINDOILEXP.NS',"
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,.NS,HINDPETRO.NS,"'HINDPETRO.NS',"
HINDUNILVR,Hindustan Unilever Limited,EQ,.NS,HINDUNILVR.NS,"'HINDUNILVR.NS',"
HINDZINC,Hindustan Zinc Limited,EQ,.NS,HINDZINC.NS,"'HINDZINC.NS',"
HIRECT,Hind Rectifiers Limited,EQ,.NS,HIRECT.NS,"'HIRECT.NS',"
HISARMETAL,Hisar Metal Industries Limited,EQ,.NS,HISARMETAL.NS,"'HISARMETAL.NS',"
HITECH,Hi-Tech Pipes Limited,EQ,.NS,HITECH.NS,"'HITECH.NS',"
HITECHCORP,Hitech Corporation Limited,EQ,.NS,HITECHCORP.NS,"'HITECHCORP.NS',"
HITECHGEAR,The Hi-Tech Gears Limited,BE,.NS,HITECHGEAR.NS,"'HITECHGEAR.NS',"
HLVLTD,HLV LIMITED,EQ,.NS,HLVLTD.NS,"'HLVLTD.NS',"
HMT,HMT Limited,BZ,.NS,HMT.NS,"'HMT.NS',"
HMVL,Hindustan Media Ventures Limited,EQ,.NS,HMVL.NS,"'HMVL.NS',"
HNDFDS,Hindustan Foods Limited,EQ,.NS,HNDFDS.NS,"'HNDFDS.NS',"
HONAUT,Honeywell Automation India Limited,EQ,.NS,HONAUT.NS,"'HONAUT.NS',"
HONDAPOWER,Honda India Power Products Limited,EQ,.NS,HONDAPOWER.NS,"'HONDAPOWER.NS',"
HOVS,HOV Services Limited,BE,.NS,HOVS.NS,"'HOVS.NS',"
HPL,HPL Electric & Power Limited,EQ,.NS,HPL.NS,"'HPL.NS',"
HSCL,Himadri Speciality Chemical Limited,EQ,.NS,HSCL.NS,"'HSCL.NS',"
HTMEDIA,HT Media Limited,EQ,.NS,HTMEDIA.NS,"'HTMEDIA.NS',"
HUBTOWN,Hubtown Limited,BE,.NS,HUBTOWN.NS,"'HUBTOWN.NS',"
HUDCO,Housing & Urban Development Corporation Limited,EQ,.NS,HUDCO.NS,"'HUDCO.NS',"
HUHTAMAKI,Huhtamaki India Limited,EQ,.NS,HUHTAMAKI.NS,"'HUHTAMAKI.NS',"
IBREALEST,Indiabulls Real Estate Limited,EQ,.NS,IBREALEST.NS,"'IBREALEST.NS',"
ICEMAKE,Ice Make Refrigeration Limited,EQ,.NS,ICEMAKE.NS,"'ICEMAKE.NS',"
ICICIBANK,ICICI Bank Limited,EQ,.NS,ICICIBANK.NS,"'ICICIBANK.NS',"
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,.NS,ICICIGI.NS,"'ICICIGI.NS',"
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,.NS,ICICIPRULI.NS,"'ICICIPRULI.NS',"
ICIL,Indo Count Industries Limited,EQ,.NS,ICIL.NS,"'ICIL.NS',"
ICRA,ICRA Limited,EQ,.NS,ICRA.NS,"'ICRA.NS',"
IDBI,IDBI Bank Limited,EQ,.NS,IDBI.NS,"'IDBI.NS',"
IDEA,Vodafone Idea Limited,EQ,.NS,IDEA.NS,"'IDEA.NS',"
IDFCFIRSTB,IDFC First Bank Limited,EQ,.NS,IDFCFIRSTB.NS,"'IDFCFIRSTB.NS',"
IEX,Indian Energy Exchange Limited,EQ,.NS,IEX.NS,"'IEX.NS',"
IFBAGRO,IFB Agro Industries Limited,EQ,.NS,IFBAGRO.NS,"'IFBAGRO.NS',"
IFBIND,IFB Industries Limited,EQ,.NS,IFBIND.NS,"'IFBIND.NS',"
IFCI,IFCI Limited,EQ,.NS,IFCI.NS,"'IFCI.NS',"
IFGLEXPOR,IFGL Refractories Limited,EQ,.NS,IFGLEXPOR.NS,"'IFGLEXPOR.NS',"
IGARASHI,Igarashi Motors India Limited,EQ,.NS,IGARASHI.NS,"'IGARASHI.NS',"
IGL,Indraprastha Gas Limited,EQ,.NS,IGL.NS,"'IGL.NS',"
IGPL,IG Petrochemicals Limited,EQ,.NS,IGPL.NS,"'IGPL.NS',"
IIFL,IIFL Finance Limited,EQ,.NS,IIFL.NS,"'IIFL.NS',"
IITL,Industrial Investment Trust Limited,BE,.NS,IITL.NS,"'IITL.NS',"
IL&FSENGG,IL&FS Engineering and Construction Company Limited,BZ,.NS,IL&FSENGG.NS,"'IL&FSENGG.NS',"
IL&FSTRANS,IL&FS Transportation Networks Limited,BZ,.NS,IL&FSTRANS.NS,"'IL&FSTRANS.NS',"
IMAGICAA,Imagicaaworld Entertainment Limited,BE,.NS,IMAGICAA.NS,"'IMAGICAA.NS',"
IMFA,Indian Metals & Ferro Alloys Limited,EQ,.NS,IMFA.NS,"'IMFA.NS',"
IMPAL,India Motor Parts and Accessories Limited,EQ,.NS,IMPAL.NS,"'IMPAL.NS',"
INDBANK,Indbank Merchant Banking Services Limited,EQ,.NS,INDBANK.NS,"'INDBANK.NS',"
INDHOTEL,The Indian Hotels Company Limited,EQ,.NS,INDHOTEL.NS,"'INDHOTEL.NS',"
INDIACEM,The India Cements Limited,EQ,.NS,INDIACEM.NS,"'INDIACEM.NS',"
INDIAGLYCO,India Glycols Limited,EQ,.NS,INDIAGLYCO.NS,"'INDIAGLYCO.NS',"
INDIAMART,Indiamart Intermesh Limited,EQ,.NS,INDIAMART.NS,"'INDIAMART.NS',"
INDIANB,Indian Bank,EQ,.NS,INDIANB.NS,"'INDIANB.NS',"
INDIANCARD,Indian Card Clothing Company Limited,EQ,.NS,INDIANCARD.NS,"'INDIANCARD.NS',"
INDIANHUME,Indian Hume Pipe Company Limited,EQ,.NS,INDIANHUME.NS,"'INDIANHUME.NS',"
INDIGO,InterGlobe Aviation Limited,EQ,.NS,INDIGO.NS,"'INDIGO.NS',"
INDLMETER,IMP Powers Limited,BE,.NS,INDLMETER.NS,"'INDLMETER.NS',"
INDNIPPON,India Nippon Electricals Limited,EQ,.NS,INDNIPPON.NS,"'INDNIPPON.NS',"
INDOCO,Indoco Remedies Limited,EQ,.NS,INDOCO.NS,"'INDOCO.NS',"
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,.NS,INDORAMA.NS,"'INDORAMA.NS',"
INDOSOLAR,Indosolar Limited,BZ,.NS,INDOSOLAR.NS,"'INDOSOLAR.NS',"
INDOSTAR,IndoStar Capital Finance Limited,EQ,.NS,INDOSTAR.NS,"'INDOSTAR.NS',"
INDOTECH,Indo Tech Transformers Limited,EQ,.NS,INDOTECH.NS,"'INDOTECH.NS',"
INDOTHAI,Indo Thai Securities Limited,BE,.NS,INDOTHAI.NS,"'INDOTHAI.NS',"
INDOWIND,Indowind Energy Limited,BE,.NS,INDOWIND.NS,"'INDOWIND.NS',"
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,.NS,INDRAMEDCO.NS,"'INDRAMEDCO.NS',"
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,.NS,INDSWFTLAB.NS,"'INDSWFTLAB.NS',"
INDTERRAIN,Indian Terrain Fashions Limited,BE,.NS,INDTERRAIN.NS,"'INDTERRAIN.NS',"
INDUSINDBK,IndusInd Bank Limited,EQ,.NS,INDUSINDBK.NS,"'INDUSINDBK.NS',"
INDUSTOWER,Indus Towers Limited,EQ,.NS,INDUSTOWER.NS,"'INDUSTOWER.NS',"
INFIBEAM,Infibeam Avenues Limited,EQ,.NS,INFIBEAM.NS,"'INFIBEAM.NS',"
INFOBEAN,InfoBeans Technologies Limited,EQ,.NS,INFOBEAN.NS,"'INFOBEAN.NS',"
INFOMEDIA,Infomedia Press Limited,BE,.NS,INFOMEDIA.NS,"'INFOMEDIA.NS',"
INFY,Infosys Limited,EQ,.NS,INFY.NS,"'INFY.NS',"
INGERRAND,Ingersoll Rand (India) Limited,EQ,.NS,INGERRAND.NS,"'INGERRAND.NS',"
INOXWIND,Inox Wind Limited,EQ,.NS,INOXWIND.NS,"'INOXWIND.NS',"
INSECTICID,Insecticides (India) Limited,EQ,.NS,INSECTICID.NS,"'INSECTICID.NS',"
INSPIRISYS,Inspirisys Solutions Limited,EQ,.NS,INSPIRISYS.NS,"'INSPIRISYS.NS',"
INTELLECT,Intellect Design Arena Limited,EQ,.NS,INTELLECT.NS,"'INTELLECT.NS',"
INTENTECH,Intense Technologies Limited,EQ,.NS,INTENTECH.NS,"'INTENTECH.NS',"
INVENTURE,Inventure Growth & Securities Limited,EQ,.NS,INVENTURE.NS,"'INVENTURE.NS',"
IOB,Indian Overseas Bank,EQ,.NS,IOB.NS,"'IOB.NS',"
IOC,Indian Oil Corporation Limited,EQ,.NS,IOC.NS,"'IOC.NS',"
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,.NS,IOLCP.NS,"'IOLCP.NS',"
IPCALAB,IPCA Laboratories Limited,EQ,.NS,IPCALAB.NS,"'IPCALAB.NS',"
IRB,IRB Infrastructure Developers Limited,EQ,.NS,IRB.NS,"'IRB.NS',"
IRCON,Ircon International Limited,EQ,.NS,IRCON.NS,"'IRCON.NS',"
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,.NS,IRCTC.NS,"'IRCTC.NS',"
ISFT,Intrasoft Technologies Limited,EQ,.NS,ISFT.NS,"'ISFT.NS',"
ITC,ITC Limited,EQ,.NS,ITC.NS,"'ITC.NS',"
ITDC,India Tourism Development Corporation Limited,EQ,.NS,ITDC.NS,"'ITDC.NS',"
ITDCEM,ITD Cementation India Limited,EQ,.NS,ITDCEM.NS,"'ITDCEM.NS',"
ITI,ITI Limited,EQ,.NS,ITI.NS,"'ITI.NS',"
IVC,IL&FS Investment Managers Limited,BE,.NS,IVC.NS,"'IVC.NS',"
IVP,IVP Limited,BE,.NS,IVP.NS,"'IVP.NS',"
IZMO,IZMO Limited,EQ,.NS,IZMO.NS,"'IZMO.NS',"
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,.NS,J&KBANK.NS,"'J&KBANK.NS',"
JAGRAN,Jagran Prakashan Limited,EQ,.NS,JAGRAN.NS,"'JAGRAN.NS',"
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,.NS,JAGSNPHARM.NS,"'JAGSNPHARM.NS',"
JAIBALAJI,Jai Balaji Industries Limited,EQ,.NS,JAIBALAJI.NS,"'JAIBALAJI.NS',"
JAICORPLTD,Jai Corp Limited,EQ,.NS,JAICORPLTD.NS,"'JAICORPLTD.NS',"
JAINSTUDIO,Jain Studios Limited,BZ,.NS,JAINSTUDIO.NS,"'JAINSTUDIO.NS',"
JAMNAAUTO,Jamna Auto Industries Limited,EQ,.NS,JAMNAAUTO.NS,"'JAMNAAUTO.NS',"
JASH,Jash Engineering Limited,EQ,.NS,JASH.NS,"'JASH.NS',"
JAYAGROGN,Jayant Agro Organics Limited,EQ,.NS,JAYAGROGN.NS,"'JAYAGROGN.NS',"
JAYBARMARU,Jay Bharat Maruti Limited,EQ,.NS,JAYBARMARU.NS,"'JAYBARMARU.NS',"
JAYNECOIND,Jayaswal Neco Industries Limited,BE,.NS,JAYNECOIND.NS,"'JAYNECOIND.NS',"
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,.NS,JAYSREETEA.NS,"'JAYSREETEA.NS',"
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,.NS,JBCHEPHARM.NS,"'JBCHEPHARM.NS',"
JBFIND,JBF Industries Limited,BE,.NS,JBFIND.NS,"'JBFIND.NS',"
JBMA,JBM Auto Limited,EQ,.NS,JBMA.NS,"'JBMA.NS',"
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,.NS,JCHAC.NS,"'JCHAC.NS',"
JETAIRWAYS,Jet Airways (India) Limited,BZ,.NS,JETAIRWAYS.NS,"'JETAIRWAYS.NS',"
JHS,JHS Svendgaard Laboratories Limited,EQ,.NS,JHS.NS,"'JHS.NS',"
JINDALPHOT,Jindal Photo Limited,BE,.NS,JINDALPHOT.NS,"'JINDALPHOT.NS',"
JINDALPOLY,Jindal Poly Films Limited,EQ,.NS,JINDALPOLY.NS,"'JINDALPOLY.NS',"
JINDALSAW,Jindal Saw Limited,EQ,.NS,JINDALSAW.NS,"'JINDALSAW.NS',"
JINDALSTEL,Jindal Steel & Power Limited,EQ,.NS,JINDALSTEL.NS,"'JINDALSTEL.NS',"
JINDRILL,Jindal Drilling And Industries Limited,EQ,.NS,JINDRILL.NS,"'JINDRILL.NS',"
JINDWORLD,Jindal Worldwide Limited,EQ,.NS,JINDWORLD.NS,"'JINDWORLD.NS',"
JISLDVREQS,Jain Irrigation Systems Limited,BE,.NS,JISLDVREQS.NS,"'JISLDVREQS.NS',"
JISLJALEQS,Jain Irrigation Systems Limited,EQ,.NS,JISLJALEQS.NS,"'JISLJALEQS.NS',"
JITFINFRA,JITF Infralogistics Limited,BE,.NS,JITFINFRA.NS,"'JITFINFRA.NS',"
JKCEMENT,JK Cement Limited,EQ,.NS,JKCEMENT.NS,"'JKCEMENT.NS',"
JKIL,J.Kumar Infraprojects Limited,EQ,.NS,JKIL.NS,"'JKIL.NS',"
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,.NS,JKLAKSHMI.NS,"'JKLAKSHMI.NS',"
JKPAPER,JK Paper Limited,EQ,.NS,JKPAPER.NS,"'JKPAPER.NS',"
JKTYRE,JK Tyre & Industries Limited,EQ,.NS,JKTYRE.NS,"'JKTYRE.NS',"
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,.NS,JMA.NS,"'JMA.NS',"
JMFINANCIL,JM Financial Limited,EQ,.NS,JMFINANCIL.NS,"'JMFINANCIL.NS',"
JOCIL,Jocil Limited,EQ,.NS,JOCIL.NS,"'JOCIL.NS',"
JPASSOCIAT,Jaiprakash Associates Limited,EQ,.NS,JPASSOCIAT.NS,"'JPASSOCIAT.NS',"
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,BE,.NS,JPOLYINVST.NS,"'JPOLYINVST.NS',"
JPPOWER,Jaiprakash Power Ventures Limited,EQ,.NS,JPPOWER.NS,"'JPPOWER.NS',"
JSL,Jindal Stainless Limited,EQ,.NS,JSL.NS,"'JSL.NS',"
JSWENERGY,JSW Energy Limited,EQ,.NS,JSWENERGY.NS,"'JSWENERGY.NS',"
JSWHL,JSW Holdings Limited,EQ,.NS,JSWHL.NS,"'JSWHL.NS',"
JSWSTEEL,JSW Steel Limited,EQ,.NS,JSWSTEEL.NS,"'JSWSTEEL.NS',"
JTEKTINDIA,Jtekt India Limited,EQ,.NS,JTEKTINDIA.NS,"'JTEKTINDIA.NS',"
JUBLFOOD,Jubilant Foodworks Limited,EQ,.NS,JUBLFOOD.NS,"'JUBLFOOD.NS',"
JUSTDIAL,Just Dial Limited,EQ,.NS,JUSTDIAL.NS,"'JUSTDIAL.NS',"
JYOTHYLAB,Jyothy Labs Limited,EQ,.NS,JYOTHYLAB.NS,"'JYOTHYLAB.NS',"
JYOTISTRUC,Jyoti Structures Limited,BZ,.NS,JYOTISTRUC.NS,"'JYOTISTRUC.NS',"
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,.NS,KABRAEXTRU.NS,"'KABRAEXTRU.NS',"
KAJARIACER,Kajaria Ceramics Limited,EQ,.NS,KAJARIACER.NS,"'KAJARIACER.NS',"
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,.NS,KAKATCEM.NS,"'KAKATCEM.NS',"
KALYANI,Kalyani Commercials Limited,BE,.NS,KALYANI.NS,"'KALYANI.NS',"
KALYANIFRG,Kalyani Forge Limited,BE,.NS,KALYANIFRG.NS,"'KALYANIFRG.NS',"
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,.NS,KAMATHOTEL.NS,"'KAMATHOTEL.NS',"
KAMDHENU,Kamdhenu Limited,EQ,.NS,KAMDHENU.NS,"'KAMDHENU.NS',"
KANANIIND,Kanani Industries Limited,EQ,.NS,KANANIIND.NS,"'KANANIIND.NS',"
KANORICHEM,Kanoria Chemicals & Industries Limited,BE,.NS,KANORICHEM.NS,"'KANORICHEM.NS',"
KANPRPLA,Kanpur Plastipack Limited,EQ,.NS,KANPRPLA.NS,"'KANPRPLA.NS',"
KANSAINER,Kansai Nerolac Paints Limited,EQ,.NS,KANSAINER.NS,"'KANSAINER.NS',"
KAPSTON,Kapston Facilities Management Limited,BE,.NS,KAPSTON.NS,"'KAPSTON.NS',"
KARMAENG,Karma Energy Limited,BE,.NS,KARMAENG.NS,"'KARMAENG.NS',"
KARURVYSYA,Karur Vysya Bank Limited,EQ,.NS,KARURVYSYA.NS,"'KARURVYSYA.NS',"
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,BE,.NS,KAUSHALYA.NS,"'KAUSHALYA.NS',"
KAYA,Kaya Limited,EQ,.NS,KAYA.NS,"'KAYA.NS',"
KCP,KCP Limited,EQ,.NS,KCP.NS,"'KCP.NS',"
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,.NS,KCPSUGIND.NS,"'KCPSUGIND.NS',"
KDDL,KDDL Limited,EQ,.NS,KDDL.NS,"'KDDL.NS',"
KEC,KEC International Limited,EQ,.NS,KEC.NS,"'KEC.NS',"
KECL,Kirloskar Electric Company Limited,EQ,.NS,KECL.NS,"'KECL.NS',"
KEI,KEI Industries Limited,EQ,.NS,KEI.NS,"'KEI.NS',"
KELLTONTEC,Kellton Tech Solutions Limited,EQ,.NS,KELLTONTEC.NS,"'KELLTONTEC.NS',"
KERNEX,Kernex Microsystems (India) Limited,BE,.NS,KERNEX.NS,"'KERNEX.NS',"
KESORAMIND,Kesoram Industries Limited,EQ,.NS,KESORAMIND.NS,"'KESORAMIND.NS',"
KEYFINSERV,Keynote Financial Services Limited,EQ,.NS,KEYFINSERV.NS,"'KEYFINSERV.NS',"
KGL,Karuturi Global Limited,BZ,.NS,KGL.NS,"'KGL.NS',"
KHADIM,Khadim India Limited,EQ,.NS,KHADIM.NS,"'KHADIM.NS',"
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,.NS,KHAICHEM.NS,"'KHAICHEM.NS',"
KHANDSE,Khandwala Securities Limited,BE,.NS,KHANDSE.NS,"'KHANDSE.NS',"
KICL,Kalyani Investment Company Limited,EQ,.NS,KICL.NS,"'KICL.NS',"
KILITCH,Kilitch Drugs (India) Limited,BE,.NS,KILITCH.NS,"'KILITCH.NS',"
KINGFA,Kingfa Science & Technology (India) Limited,EQ,.NS,KINGFA.NS,"'KINGFA.NS',"
KIOCL,KIOCL Limited,EQ,.NS,KIOCL.NS,"'KIOCL.NS',"
KIRIINDUS,Kiri Industries Limited,EQ,.NS,KIRIINDUS.NS,"'KIRIINDUS.NS',"
KIRLOSBROS,Kirloskar Brothers Limited,EQ,.NS,KIRLOSBROS.NS,"'KIRLOSBROS.NS',"
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,.NS,KIRLOSENG.NS,"'KIRLOSENG.NS',"
KIRLOSIND,Kirloskar Industries Limited,EQ,.NS,KIRLOSIND.NS,"'KIRLOSIND.NS',"
KITEX,Kitex Garments Limited,EQ,.NS,KITEX.NS,"'KITEX.NS',"
KKCL,Kewal Kiran Clothing Limited,EQ,.NS,KKCL.NS,"'KKCL.NS',"
KMSUGAR,K.M.Sugar Mills Limited,EQ,.NS,KMSUGAR.NS,"'KMSUGAR.NS',"
KNRCON,KNR Constructions Limited,EQ,.NS,KNRCON.NS,"'KNRCON.NS',"
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,.NS,KOKUYOCMLN.NS,"'KOKUYOCMLN.NS',"
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,.NS,KOLTEPATIL.NS,"'KOLTEPATIL.NS',"
KOPRAN,Kopran Limited,EQ,.NS,KOPRAN.NS,"'KOPRAN.NS',"
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,.NS,KOTAKBANK.NS,"'KOTAKBANK.NS',"
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,.NS,KOTARISUG.NS,"'KOTARISUG.NS',"
KOTHARIPET,Kothari Petrochemicals Limited,EQ,.NS,KOTHARIPET.NS,"'KOTHARIPET.NS',"
KOTHARIPRO,Kothari Products Limited,EQ,.NS,KOTHARIPRO.NS,"'KOTHARIPRO.NS',"
KPITTECH,KPIT Technologies Limited,EQ,.NS,KPITTECH.NS,"'KPITTECH.NS',"
KPRMILL,K.P.R. Mill Limited,EQ,.NS,KPRMILL.NS,"'KPRMILL.NS',"
KRBL,KRBL Limited,EQ,.NS,KRBL.NS,"'KRBL.NS',"
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,.NS,KREBSBIO.NS,"'KREBSBIO.NS',"
KRIDHANINF,Kridhan Infra Limited,BE,.NS,KRIDHANINF.NS,"'KRIDHANINF.NS',"
KRISHANA,Krishana Phoschem Limited,BE,.NS,KRISHANA.NS,"'KRISHANA.NS',"
KSB,Ksb Limited,EQ,.NS,KSB.NS,"'KSB.NS',"
KSCL,Kaveri Seed Company Limited,EQ,.NS,KSCL.NS,"'KSCL.NS',"
KSK,KSK Energy Ventures Limited,BZ,.NS,KSK.NS,"'KSK.NS',"
KSL,Kalyani Steels Limited,EQ,.NS,KSL.NS,"'KSL.NS',"
KTKBANK,The Karnataka Bank Limited,EQ,.NS,KTKBANK.NS,"'KTKBANK.NS',"
KUANTUM,Kuantum Papers Limited,EQ,.NS,KUANTUM.NS,"'KUANTUM.NS',"
LAKPRE,Lakshmi Precision Screws Limited,BZ,.NS,LAKPRE.NS,"'LAKPRE.NS',"
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,.NS,LALPATHLAB.NS,"'LALPATHLAB.NS',"
LAMBODHARA,Lambodhara Textiles Limited,EQ,.NS,LAMBODHARA.NS,"'LAMBODHARA.NS',"
LAOPALA,La Opala RG Limited,EQ,.NS,LAOPALA.NS,"'LAOPALA.NS',"
LASA,Lasa Supergenerics Limited,EQ,.NS,LASA.NS,"'LASA.NS',"
LAURUSLABS,Laurus Labs Limited,EQ,.NS,LAURUSLABS.NS,"'LAURUSLABS.NS',"
LEMONTREE,Lemon Tree Hotels Limited,EQ,.NS,LEMONTREE.NS,"'LEMONTREE.NS',"
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,.NS,LFIC.NS,"'LFIC.NS',"
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,.NS,LGBBROSLTD.NS,"'LGBBROSLTD.NS',"
LIBAS,Libas Consumer Products Limited,EQ,.NS,LIBAS.NS,"'LIBAS.NS',"
LIBERTSHOE,Liberty Shoes Limited,EQ,.NS,LIBERTSHOE.NS,"'LIBERTSHOE.NS',"
LICHSGFIN,LIC Housing Finance Limited,EQ,.NS,LICHSGFIN.NS,"'LICHSGFIN.NS',"
LIKHITHA,Likhitha Infrastructure Limited,EQ,.NS,LIKHITHA.NS,"'LIKHITHA.NS',"
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,.NS,LINCOLN.NS,"'LINCOLN.NS',"
LINDEINDIA,Linde India Limited,EQ,.NS,LINDEINDIA.NS,"'LINDEINDIA.NS',"
LOKESHMACH,Lokesh Machines Limited,BE,.NS,LOKESHMACH.NS,"'LOKESHMACH.NS',"
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,.NS,LOTUSEYE.NS,"'LOTUSEYE.NS',"
LOVABLE,Lovable Lingerie Limited,BE,.NS,LOVABLE.NS,"'LOVABLE.NS',"
LPDC,Landmark Property Development Company Limited,EQ,.NS,LPDC.NS,"'LPDC.NS',"
LT,Larsen & Toubro Limited,EQ,.NS,LT.NS,"'LT.NS',"
LTTS,L&T Technology Services Limited,EQ,.NS,LTTS.NS,"'LTTS.NS',"
LUMAXIND,Lumax Industries Limited,EQ,.NS,LUMAXIND.NS,"'LUMAXIND.NS',"
LUMAXTECH,Lumax Auto Technologies Limited,EQ,.NS,LUMAXTECH.NS,"'LUMAXTECH.NS',"
LUPIN,Lupin Limited,EQ,.NS,LUPIN.NS,"'LUPIN.NS',"
LUXIND,Lux Industries Limited,EQ,.NS,LUXIND.NS,"'LUXIND.NS',"
LYKALABS,Lyka Labs Limited,EQ,.NS,LYKALABS.NS,"'LYKALABS.NS',"
LYPSAGEMS,Lypsa Gems & Jewellery Limited,BE,.NS,LYPSAGEMS.NS,"'LYPSAGEMS.NS',"
M&M,Mahindra & Mahindra Limited,EQ,.NS,M&M.NS,"'M&M.NS',"
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,.NS,M&MFIN.NS,"'M&MFIN.NS',"
MAANALU,Maan Aluminium Limited,EQ,.NS,MAANALU.NS,"'MAANALU.NS',"
MACPOWER,Macpower CNC Machines Limited,BE,.NS,MACPOWER.NS,"'MACPOWER.NS',"
MADHAV,Madhav Marbles and Granites Limited,EQ,.NS,MADHAV.NS,"'MADHAV.NS',"
MADHUCON,Madhucon Projects Limited,BE,.NS,MADHUCON.NS,"'MADHUCON.NS',"
MADRASFERT,Madras Fertilizers Limited,EQ,.NS,MADRASFERT.NS,"'MADRASFERT.NS',"
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,.NS,MAGADSUGAR.NS,"'MAGADSUGAR.NS',"
MAGNUM,Magnum Ventures Limited,EQ,.NS,MAGNUM.NS,"'MAGNUM.NS',"
