SYMBOL,NAME OF COMPANY,SERIES,Unnamed: 8,YahooEquiv,Yahoo_Equivalent_Code
RALLIS,Rallis India Limited,EQ,.NS,RALLIS.NS,"'RALLIS.NS',"
RAMANEWS,Shree Rama Newsprint Limited,EQ,.NS,RAMANEWS.NS,"'RAMANEWS.NS',"
RAMASTEEL,Rama Steel Tubes Limited,BE,.NS,RAMASTEEL.NS,"'RAMASTEEL.NS',"
RAMCOCEM,The Ramco Cements Limited,EQ,.NS,RAMCOCEM.NS,"'RAMCOCEM.NS',"
RAMCOIND,Ramco Industries Limited,EQ,.NS,RAMCOIND.NS,"'RAMCOIND.NS',"
RAMCOSYS,Ramco Systems Limited,EQ,.NS,RAMCOSYS.NS,"'RAMCOSYS.NS',"
RAMKY,Ramky Infrastructure Limited,BE,.NS,RAMKY.NS,"'RAMKY.NS',"
RANASUG,Rana Sugars Limited,EQ,.NS,RANASUG.NS,"'RANASUG.NS',"
RANEHOLDIN,Rane Holdings Limited,EQ,.NS,RANEHOLDIN.NS,"'RANEHOLDIN.NS',"
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,.NS,RATNAMANI.NS,"'RATNAMANI.NS',"
RAYMOND,Raymond Limited,EQ,.NS,RAYMOND.NS,"'RAYMOND.NS',"
RBLBANK,RBL Bank Limited,EQ,.NS,RBLBANK.NS,"'RBLBANK.NS',"
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,.NS,RCF.NS,"'RCF.NS',"
RCOM,Reliance Communications Limited,EQ,.NS,RCOM.NS,"'RCOM.NS',"
RECLTD,REC Limited,EQ,.NS,RECLTD.NS,"'RECLTD.NS',"
REDINGTON,Redington (India) Limited,EQ,.NS,REDINGTON.NS,"'REDINGTON.NS',"
REFEX,Refex Industries Limited,BZ,.NS,REFEX.NS,"'REFEX.NS',"
RELAXO,Relaxo Footwears Limited,EQ,.NS,RELAXO.NS,"'RELAXO.NS',"
RELIANCE,Reliance Industries Limited,EQ,.NS,RELIANCE.NS,"'RELIANCE.NS',"
RELIGARE,Religare Enterprises Limited,EQ,.NS,RELIGARE.NS,"'RELIGARE.NS',"
RELINFRA,Reliance Infrastructure Limited,EQ,.NS,RELINFRA.NS,"'RELINFRA.NS',"
REMSONSIND,Remsons Industries Limited,EQ,.NS,REMSONSIND.NS,"'REMSONSIND.NS',"
RENUKA,Shree Renuka Sugars Limited,EQ,.NS,RENUKA.NS,"'RENUKA.NS',"
REPCOHOME,Repco Home Finance Limited,EQ,.NS,REPCOHOME.NS,"'REPCOHOME.NS',"
REPL,Rudrabhishek Enterprises Limited,EQ,.NS,REPL.NS,"'REPL.NS',"
REPRO,Repro India Limited,EQ,.NS,REPRO.NS,"'REPRO.NS',"
RESPONIND,Responsive Industries Limited,EQ,.NS,RESPONIND.NS,"'RESPONIND.NS',"
RGL,Renaissance Global Limited,EQ,.NS,RGL.NS,"'RGL.NS',"
RHFL,Reliance Home Finance Limited,BE,.NS,RHFL.NS,"'RHFL.NS',"
RICOAUTO,Rico Auto Industries Limited,EQ,.NS,RICOAUTO.NS,"'RICOAUTO.NS',"
RIIL,Reliance Industrial Infrastructure Limited,EQ,.NS,RIIL.NS,"'RIIL.NS',"
RITES,RITES Limited,EQ,.NS,RITES.NS,"'RITES.NS',"
RKDL,Ravi Kumar Distilleries Limited,EQ,.NS,RKDL.NS,"'RKDL.NS',"
RKEC,RKEC Projects Limited,EQ,.NS,RKEC.NS,"'RKEC.NS',"
RKFORGE,Ramkrishna Forgings Limited,EQ,.NS,RKFORGE.NS,"'RKFORGE.NS',"
RMCL,Radha Madhav Corporation Limited,BE,.NS,RMCL.NS,"'RMCL.NS',"
RML,Rane (Madras) Limited,EQ,.NS,RML.NS,"'RML.NS',"
RNAVAL,Reliance Naval and Engineering Limited,EQ,.NS,RNAVAL.NS,"'RNAVAL.NS',"
ROHLTD,Royal Orchid Hotels Limited,EQ,.NS,ROHLTD.NS,"'ROHLTD.NS',"
ROLLT,Rollatainers Limited,BE,.NS,ROLLT.NS,"'ROLLT.NS',"
ROLTA,Rolta India Limited,EQ,.NS,ROLTA.NS,"'ROLTA.NS',"
ROML,Raj Oil Mills Limited,BE,.NS,ROML.NS,"'ROML.NS',"
ROSSARI,Rossari Biotech Limited,EQ,.NS,ROSSARI.NS,"'ROSSARI.NS',"
ROSSELLIND,Rossell India Limited,EQ,.NS,ROSSELLIND.NS,"'ROSSELLIND.NS',"
ROUTE,ROUTE MOBILE LIMITED,EQ,.NS,ROUTE.NS,"'ROUTE.NS',"
RPGLIFE,RPG Life Sciences Limited,EQ,.NS,RPGLIFE.NS,"'RPGLIFE.NS',"
RPOWER,Reliance Power Limited,BE,.NS,RPOWER.NS,"'RPOWER.NS',"
RPPINFRA,R.P.P. Infra Projects Limited,EQ,.NS,RPPINFRA.NS,"'RPPINFRA.NS',"
RSSOFTWARE,R. S. Software (India) Limited,EQ,.NS,RSSOFTWARE.NS,"'RSSOFTWARE.NS',"
RSWM,RSWM Limited,BE,.NS,RSWM.NS,"'RSWM.NS',"
RSYSTEMS,R Systems International Limited,EQ,.NS,RSYSTEMS.NS,"'RSYSTEMS.NS',"
RTNPOWER,RattanIndia Power Limited,EQ,.NS,RTNPOWER.NS,"'RTNPOWER.NS',"
RUBYMILLS,The Ruby Mills Limited,EQ,.NS,RUBYMILLS.NS,"'RUBYMILLS.NS',"
RUCHINFRA,Ruchi Infrastructure Limited,BE,.NS,RUCHINFRA.NS,"'RUCHINFRA.NS',"
RUCHIRA,Ruchira Papers Limited,BE,.NS,RUCHIRA.NS,"'RUCHIRA.NS',"
RUPA,Rupa & Company Limited,EQ,.NS,RUPA.NS,"'RUPA.NS',"
RUSHIL,Rushil Decor Limited,EQ,.NS,RUSHIL.NS,"'RUSHIL.NS',"
RVHL,Ravinder Heights Limited,EQ,.NS,RVHL.NS,"'RVHL.NS',"
RVNL,Rail Vikas Nigam Limited,EQ,.NS,RVNL.NS,"'RVNL.NS',"
S&SPOWER,S&S Power Switchgears Limited,BE,.NS,S&SPOWER.NS,"'S&SPOWER.NS',"
SABEVENTS,Sab Events & Governance Now Media Limited,BE,.NS,SABEVENTS.NS,"'SABEVENTS.NS',"
SADBHAV,Sadbhav Engineering Limited,EQ,.NS,SADBHAV.NS,"'SADBHAV.NS',"
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,.NS,SADBHIN.NS,"'SADBHIN.NS',"
SAFARI,Safari Industries (India) Limited,EQ,.NS,SAFARI.NS,"'SAFARI.NS',"
SAGARDEEP,Sagardeep Alloys Limited,BE,.NS,SAGARDEEP.NS,"'SAGARDEEP.NS',"
SAGCEM,Sagar Cements Limited,EQ,.NS,SAGCEM.NS,"'SAGCEM.NS',"
SAIL,Steel Authority of India Limited,EQ,.NS,SAIL.NS,"'SAIL.NS',"
SAKAR,Sakar Healthcare Limited,EQ,.NS,SAKAR.NS,"'SAKAR.NS',"
SAKHTISUG,Sakthi Sugars Limited,EQ,.NS,SAKHTISUG.NS,"'SAKHTISUG.NS',"
SAKSOFT,Saksoft Limited,EQ,.NS,SAKSOFT.NS,"'SAKSOFT.NS',"
SAKUMA,Sakuma Exports Limited,EQ,.NS,SAKUMA.NS,"'SAKUMA.NS',"
SALASAR,Salasar Techno Engineering Limited,EQ,.NS,SALASAR.NS,"'SALASAR.NS',"
SALONA,Salona Cotspin Limited,EQ,.NS,SALONA.NS,"'SALONA.NS',"
SALSTEEL,S.A.L. Steel Limited,EQ,.NS,SALSTEEL.NS,"'SALSTEEL.NS',"
SALZERELEC,Salzer Electronics Limited,EQ,.NS,SALZERELEC.NS,"'SALZERELEC.NS',"
SAMBHAAV,Sambhaav Media Limited,EQ,.NS,SAMBHAAV.NS,"'SAMBHAAV.NS',"
SANCO,Sanco Industries Limited,EQ,.NS,SANCO.NS,"'SANCO.NS',"
SANDESH,The Sandesh Limited,EQ,.NS,SANDESH.NS,"'SANDESH.NS',"
SANDHAR,Sandhar Technologies Limited,EQ,.NS,SANDHAR.NS,"'SANDHAR.NS',"
SANGAMIND,Sangam (India) Limited,BE,.NS,SANGAMIND.NS,"'SANGAMIND.NS',"
SANGHIIND,Sanghi Industries Limited,EQ,.NS,SANGHIIND.NS,"'SANGHIIND.NS',"
SANGHVIMOV,Sanghvi Movers Limited,EQ,.NS,SANGHVIMOV.NS,"'SANGHVIMOV.NS',"
SANGINITA,Sanginita Chemicals Limited,EQ,.NS,SANGINITA.NS,"'SANGINITA.NS',"
SANOFI,Sanofi India Limited,EQ,.NS,SANOFI.NS,"'SANOFI.NS',"
SANWARIA,Sanwaria Consumer Limited,BZ,.NS,SANWARIA.NS,"'SANWARIA.NS',"
SARDAEN,Sarda Energy & Minerals Limited,EQ,.NS,SARDAEN.NS,"'SARDAEN.NS',"
SAREGAMA,Saregama India Limited,EQ,.NS,SAREGAMA.NS,"'SAREGAMA.NS',"
SARLAPOLY,Sarla Performance Fibers Limited,EQ,.NS,SARLAPOLY.NS,"'SARLAPOLY.NS',"
SASKEN,Sasken Technologies Limited,EQ,.NS,SASKEN.NS,"'SASKEN.NS',"
SASTASUNDR,Sastasundar Ventures Limited,EQ,.NS,SASTASUNDR.NS,"'SASTASUNDR.NS',"
SATIA,Satia Industries Limited,EQ,.NS,SATIA.NS,"'SATIA.NS',"
SATIN,Satin Creditcare Network Limited,EQ,.NS,SATIN.NS,"'SATIN.NS',"
SBICARD,SBI Cards and Payment Services Limited,EQ,.NS,SBICARD.NS,"'SBICARD.NS',"
SBILIFE,SBI Life Insurance Company Limited,EQ,.NS,SBILIFE.NS,"'SBILIFE.NS',"
SBIN,State Bank of India,EQ,.NS,SBIN.NS,"'SBIN.NS',"
SCHAEFFLER,Schaeffler India Limited,EQ,.NS,SCHAEFFLER.NS,"'SCHAEFFLER.NS',"
SCHAND,S Chand And Company Limited,EQ,.NS,SCHAND.NS,"'SCHAND.NS',"
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,.NS,SCHNEIDER.NS,"'SCHNEIDER.NS',"
SCI,Shipping Corporation Of India Limited,EQ,.NS,SCI.NS,"'SCI.NS',"
SDBL,Som Distilleries & Breweries Limited,EQ,.NS,SDBL.NS,"'SDBL.NS',"
SEAMECLTD,Seamec Limited,EQ,.NS,SEAMECLTD.NS,"'SEAMECLTD.NS',"
SELAN,Selan Exploration Technology Limited,EQ,.NS,SELAN.NS,"'SELAN.NS',"
SEQUENT,Sequent Scientific Limited,EQ,.NS,SEQUENT.NS,"'SEQUENT.NS',"
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,.NS,SESHAPAPER.NS,"'SESHAPAPER.NS',"
SETCO,Setco Automotive Limited,EQ,.NS,SETCO.NS,"'SETCO.NS',"
SETUINFRA,Setubandhan Infrastructure Limited,BE,.NS,SETUINFRA.NS,"'SETUINFRA.NS',"
SEYAIND,Seya Industries Limited,EQ,.NS,SEYAIND.NS,"'SEYAIND.NS',"
SFL,Sheela Foam Limited,EQ,.NS,SFL.NS,"'SFL.NS',"
SGL,STL Global Limited,EQ,.NS,SGL.NS,"'SGL.NS',"
SHAHALLOYS,Shah Alloys Limited,BE,.NS,SHAHALLOYS.NS,"'SHAHALLOYS.NS',"
SHAKTIPUMP,Shakti Pumps (India) Limited,BE,.NS,SHAKTIPUMP.NS,"'SHAKTIPUMP.NS',"
SHALBY,Shalby Limited,EQ,.NS,SHALBY.NS,"'SHALBY.NS',"
SHALPAINTS,Shalimar Paints Limited,EQ,.NS,SHALPAINTS.NS,"'SHALPAINTS.NS',"
SHANKARA,Shankara Building Products Limited,EQ,.NS,SHANKARA.NS,"'SHANKARA.NS',"
SHANTIGEAR,Shanthi Gears Limited,EQ,.NS,SHANTIGEAR.NS,"'SHANTIGEAR.NS',"
SHARDACROP,Sharda Cropchem Limited,EQ,.NS,SHARDACROP.NS,"'SHARDACROP.NS',"
SHARDAMOTR,Sharda Motor Industries Limited,EQ,.NS,SHARDAMOTR.NS,"'SHARDAMOTR.NS',"
SHAREINDIA,Share India Securities Limited,EQ,.NS,SHAREINDIA.NS,"'SHAREINDIA.NS',"
SHEMAROO,Shemaroo Entertainment Limited,BE,.NS,SHEMAROO.NS,"'SHEMAROO.NS',"
SHILPAMED,Shilpa Medicare Limited,EQ,.NS,SHILPAMED.NS,"'SHILPAMED.NS',"
SHIRPUR-G,Shirpur Gold Refinery Limited,BZ,.NS,SHIRPUR-G.NS,"'SHIRPUR-G.NS',"
SHIVAMAUTO,Shivam Autotech Limited,EQ,.NS,SHIVAMAUTO.NS,"'SHIVAMAUTO.NS',"
SHIVAMILLS,Shiva Mills Limited,BE,.NS,SHIVAMILLS.NS,"'SHIVAMILLS.NS',"
SHIVATEX,Shiva Texyarn Limited,EQ,.NS,SHIVATEX.NS,"'SHIVATEX.NS',"
SHK,S H Kelkar and Company Limited,EQ,.NS,SHK.NS,"'SHK.NS',"
SHOPERSTOP,Shoppers Stop Limited,EQ,.NS,SHOPERSTOP.NS,"'SHOPERSTOP.NS',"
SHRADHA,Shradha Infraprojects Limited,EQ,.NS,SHRADHA.NS,"'SHRADHA.NS',"
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,.NS,SHREDIGCEM.NS,"'SHREDIGCEM.NS',"
SHREECEM,SHREE CEMENT LIMITED,EQ,.NS,SHREECEM.NS,"'SHREECEM.NS',"
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,.NS,SHREEPUSHK.NS,"'SHREEPUSHK.NS',"
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,.NS,SHREERAMA.NS,"'SHREERAMA.NS',"
SHRENIK,Shrenik Limited,EQ,.NS,SHRENIK.NS,"'SHRENIK.NS',"
SHREYANIND,Shreyans Industries Limited,EQ,.NS,SHREYANIND.NS,"'SHREYANIND.NS',"
SHRIPISTON,Shriram Pistons & Rings Limited,BE,.NS,SHRIPISTON.NS,"'SHRIPISTON.NS',"
SHYAMCENT,Shyam Century Ferrous Limited,EQ,.NS,SHYAMCENT.NS,"'SHYAMCENT.NS',"
SHYAMTEL,Shyam Telecom Limited,BE,.NS,SHYAMTEL.NS,"'SHYAMTEL.NS',"
SIEMENS,Siemens Limited,EQ,.NS,SIEMENS.NS,"'SIEMENS.NS',"
SIGIND,Signet Industries Limited,EQ,.NS,SIGIND.NS,"'SIGIND.NS',"
SIL,Standard Industries Limited,BE,.NS,SIL.NS,"'SIL.NS',"
SILINV,SIL Investments Limited,EQ,.NS,SILINV.NS,"'SILINV.NS',"
SILLYMONKS,Silly Monks Entertainment Limited,BE,.NS,SILLYMONKS.NS,"'SILLYMONKS.NS',"
SIMBHALS,Simbhaoli Sugars Limited,EQ,.NS,SIMBHALS.NS,"'SIMBHALS.NS',"
SIMPLEXINF,Simplex Infrastructures Limited,EQ,.NS,SIMPLEXINF.NS,"'SIMPLEXINF.NS',"
SINTERCOM,Sintercom India Limited,EQ,.NS,SINTERCOM.NS,"'SINTERCOM.NS',"
SIRCA,Sirca Paints India Limited,EQ,.NS,SIRCA.NS,"'SIRCA.NS',"
SIS,Security and Intelligence Services (India) Limited,EQ,.NS,SIS.NS,"'SIS.NS',"
SITINET,Siti Networks Limited,BE,.NS,SITINET.NS,"'SITINET.NS',"
SIYSIL,Siyaram Silk Mills Limited,EQ,.NS,SIYSIL.NS,"'SIYSIL.NS',"
SJVN,SJVN Limited,EQ,.NS,SJVN.NS,"'SJVN.NS',"
SKFINDIA,SKF India Limited,EQ,.NS,SKFINDIA.NS,"'SKFINDIA.NS',"
SKIL,SKIL Infrastructure Limited,BE,.NS,SKIL.NS,"'SKIL.NS',"
SKIPPER,Skipper Limited,EQ,.NS,SKIPPER.NS,"'SKIPPER.NS',"
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,.NS,SKMEGGPROD.NS,"'SKMEGGPROD.NS',"
SMARTLINK,Smartlink Holdings Limited,BE,.NS,SMARTLINK.NS,"'SMARTLINK.NS',"
SMLISUZU,SML Isuzu Limited,EQ,.NS,SMLISUZU.NS,"'SMLISUZU.NS',"
SMSLIFE,SMS Lifesciences India Limited,EQ,.NS,SMSLIFE.NS,"'SMSLIFE.NS',"
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,.NS,SMSPHARMA.NS,"'SMSPHARMA.NS',"
SNOWMAN,Snowman Logistics Limited,EQ,.NS,SNOWMAN.NS,"'SNOWMAN.NS',"
SOBHA,Sobha Limited,EQ,.NS,SOBHA.NS,"'SOBHA.NS',"
SOLARA,Solara Active Pharma Sciences Limited,EQ,.NS,SOLARA.NS,"'SOLARA.NS',"
SOLARINDS,Solar Industries India Limited,EQ,.NS,SOLARINDS.NS,"'SOLARINDS.NS',"
SOMANYCERA,Somany Ceramics Limited,EQ,.NS,SOMANYCERA.NS,"'SOMANYCERA.NS',"
SOMATEX,Soma Textiles & Industries Limited,BE,.NS,SOMATEX.NS,"'SOMATEX.NS',"
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,.NS,SOMICONVEY.NS,"'SOMICONVEY.NS',"
SONATSOFTW,Sonata Software Limited,EQ,.NS,SONATSOFTW.NS,"'SONATSOFTW.NS',"
SOTL,Savita Oil Technologies Limited,EQ,.NS,SOTL.NS,"'SOTL.NS',"
SOUTHBANK,The South Indian Bank Limited,EQ,.NS,SOUTHBANK.NS,"'SOUTHBANK.NS',"
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,.NS,SOUTHWEST.NS,"'SOUTHWEST.NS',"
SPAL,S. P. Apparels Limited,EQ,.NS,SPAL.NS,"'SPAL.NS',"
SPANDANA,Spandana Sphoorty Financial Limited,EQ,.NS,SPANDANA.NS,"'SPANDANA.NS',"
SPARC,Sun Pharma Advanced Research Company Limited,EQ,.NS,SPARC.NS,"'SPARC.NS',"
SPECIALITY,Speciality Restaurants Limited,EQ,.NS,SPECIALITY.NS,"'SPECIALITY.NS',"
SPENCERS,Spencer's Retail Limited,EQ,.NS,SPENCERS.NS,"'SPENCERS.NS',"
SPENTEX,Spentex Industries Limited,BZ,.NS,SPENTEX.NS,"'SPENTEX.NS',"
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,.NS,SPIC.NS,"'SPIC.NS',"
SPLIL,SPL Industries Limited,EQ,.NS,SPLIL.NS,"'SPLIL.NS',"
SPMLINFRA,SPML Infra Limited,BE,.NS,SPMLINFRA.NS,"'SPMLINFRA.NS',"
SREEL,Sreeleathers Limited,EQ,.NS,SREEL.NS,"'SREEL.NS',"
SRF,SRF Limited,EQ,.NS,SRF.NS,"'SRF.NS',"
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,.NS,SRHHYPOLTD.NS,"'SRHHYPOLTD.NS',"
SRPL,Shree Ram Proteins Limited,EQ,.NS,SRPL.NS,"'SRPL.NS',"
SSWL,Steel Strips Wheels Limited,EQ,.NS,SSWL.NS,"'SSWL.NS',"
STAR,Strides Pharma Science Limited,EQ,.NS,STAR.NS,"'STAR.NS',"
STARCEMENT,Star Cement Limited,EQ,.NS,STARCEMENT.NS,"'STARCEMENT.NS',"
STARPAPER,Star Paper Mills Limited,EQ,.NS,STARPAPER.NS,"'STARPAPER.NS',"
STCINDIA,The State Trading Corporation of India Limited,EQ,.NS,STCINDIA.NS,"'STCINDIA.NS',"
STEELCITY,Steel City Securities Limited,EQ,.NS,STEELCITY.NS,"'STEELCITY.NS',"
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,.NS,STEELXIND.NS,"'STEELXIND.NS',"
STEL,Stel Holdings Limited,EQ,.NS,STEL.NS,"'STEL.NS',"
STERTOOLS,Sterling Tools Limited,EQ,.NS,STERTOOLS.NS,"'STERTOOLS.NS',"
STLTECH,Sterlite Technologies Limited,EQ,.NS,STLTECH.NS,"'STLTECH.NS',"
SUBEXLTD,Subex Limited,EQ,.NS,SUBEXLTD.NS,"'SUBEXLTD.NS',"
SUBROS,Subros Limited,EQ,.NS,SUBROS.NS,"'SUBROS.NS',"
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,.NS,SUDARSCHEM.NS,"'SUDARSCHEM.NS',"
SUMICHEM,Sumitomo Chemical India Limited,EQ,.NS,SUMICHEM.NS,"'SUMICHEM.NS',"
SUMIT,Sumit Woods Limited,BE,.NS,SUMIT.NS,"'SUMIT.NS',"
SUMMITSEC,Summit Securities Limited,EQ,.NS,SUMMITSEC.NS,"'SUMMITSEC.NS',"
SUNDARAM,Sundaram Multi Pap Limited,EQ,.NS,SUNDARAM.NS,"'SUNDARAM.NS',"
SUNDARMFIN,Sundaram Finance Limited,EQ,.NS,SUNDARMFIN.NS,"'SUNDARMFIN.NS',"
SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,.NS,SUNDARMHLD.NS,"'SUNDARMHLD.NS',"
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,.NS,SUNDRMBRAK.NS,"'SUNDRMBRAK.NS',"
SUNDRMFAST,Sundram Fasteners Limited,EQ,.NS,SUNDRMFAST.NS,"'SUNDRMFAST.NS',"
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,.NS,SUNFLAG.NS,"'SUNFLAG.NS',"
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,.NS,SUNPHARMA.NS,"'SUNPHARMA.NS',"
SUNTECK,Sunteck Realty Limited,EQ,.NS,SUNTECK.NS,"'SUNTECK.NS',"
SUNTV,Sun TV Network Limited,EQ,.NS,SUNTV.NS,"'SUNTV.NS',"
SUPERHOUSE,Superhouse Limited,EQ,.NS,SUPERHOUSE.NS,"'SUPERHOUSE.NS',"
SUPERSPIN,Super Spinning Mills Limited,EQ,.NS,SUPERSPIN.NS,"'SUPERSPIN.NS',"
SUPRAJIT,Suprajit Engineering Limited,EQ,.NS,SUPRAJIT.NS,"'SUPRAJIT.NS',"
SUPREMEENG,Supreme Engineering Limited,EQ,.NS,SUPREMEENG.NS,"'SUPREMEENG.NS',"
SUPREMEIND,Supreme Industries Limited,EQ,.NS,SUPREMEIND.NS,"'SUPREMEIND.NS',"
SUPREMEINF,Supreme Infrastructure India Limited,BZ,.NS,SUPREMEINF.NS,"'SUPREMEINF.NS',"
SURANASOL,Surana Solar Limited,BE,.NS,SURANASOL.NS,"'SURANASOL.NS',"
SURANAT&P,Surana Telecom and Power Limited,EQ,.NS,SURANAT&P.NS,"'SURANAT&P.NS',"
SURYALAXMI,Suryalakshmi Cotton Mills Limited,BE,.NS,SURYALAXMI.NS,"'SURYALAXMI.NS',"
SURYAROSNI,Surya Roshni Limited,EQ,.NS,SURYAROSNI.NS,"'SURYAROSNI.NS',"
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,.NS,SUTLEJTEX.NS,"'SUTLEJTEX.NS',"
SUULD,Suumaya Lifestyle Limited,EQ,.NS,SUULD.NS,"'SUULD.NS',"
SUVEN,Suven Life Sciences Limited,EQ,.NS,SUVEN.NS,"'SUVEN.NS',"
SUZLON,Suzlon Energy Limited,BE,.NS,SUZLON.NS,"'SUZLON.NS',"
SWANENERGY,Swan Energy Limited,EQ,.NS,SWANENERGY.NS,"'SWANENERGY.NS',"
SWARAJENG,Swaraj Engines Limited,EQ,.NS,SWARAJENG.NS,"'SWARAJENG.NS',"
SWELECTES,Swelect Energy Systems Limited,EQ,.NS,SWELECTES.NS,"'SWELECTES.NS',"
SWSOLAR,Sterling And Wilson Solar Limited,EQ,.NS,SWSOLAR.NS,"'SWSOLAR.NS',"
SYMPHONY,Symphony Limited,EQ,.NS,SYMPHONY.NS,"'SYMPHONY.NS',"
SYNGENE,Syngene International Limited,EQ,.NS,SYNGENE.NS,"'SYNGENE.NS',"
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,.NS,TAINWALCHM.NS,"'TAINWALCHM.NS',"
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,.NS,TAJGVK.NS,"'TAJGVK.NS',"
TAKE,Take Solutions Limited,EQ,.NS,TAKE.NS,"'TAKE.NS',"
TANLA,Tanla Platforms Limited,EQ,.NS,TANLA.NS,"'TANLA.NS',"
TARC,Anant Raj Global Limited,EQ,.NS,TARC.NS,"'TARC.NS',"
TARMAT,Tarmat Limited,EQ,.NS,TARMAT.NS,"'TARMAT.NS',"
TASTYBITE,Tasty Bite Eatables Limited,EQ,.NS,TASTYBITE.NS,"'TASTYBITE.NS',"
TATACHEM,Tata Chemicals Limited,EQ,.NS,TATACHEM.NS,"'TATACHEM.NS',"
TATACOMM,Tata Communications Limited,EQ,.NS,TATACOMM.NS,"'TATACOMM.NS',"
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,.NS,TATACONSUM.NS,"'TATACONSUM.NS',"
TATAELXSI,Tata Elxsi Limited,EQ,.NS,TATAELXSI.NS,"'TATAELXSI.NS',"
TATAINVEST,Tata Investment Corporation Limited,EQ,.NS,TATAINVEST.NS,"'TATAINVEST.NS',"
TATAMOTORS,Tata Motors Limited,EQ,.NS,TATAMOTORS.NS,"'TATAMOTORS.NS',"
TATAPOWER,Tata Power Company Limited,EQ,.NS,TATAPOWER.NS,"'TATAPOWER.NS',"
TATASTEEL,Tata Steel Limited,EQ,.NS,TATASTEEL.NS,"'TATASTEEL.NS',"
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,.NS,TBZ.NS,"'TBZ.NS',"
TCI,Transport Corporation of India Limited,EQ,.NS,TCI.NS,"'TCI.NS',"
TCIEXP,TCI Express Limited,EQ,.NS,TCIEXP.NS,"'TCIEXP.NS',"
TCIFINANCE,TCI Finance Limited,BE,.NS,TCIFINANCE.NS,"'TCIFINANCE.NS',"
TCPLPACK,TCPL Packaging Limited,EQ,.NS,TCPLPACK.NS,"'TCPLPACK.NS',"
TCS,Tata Consultancy Services Limited,EQ,.NS,TCS.NS,"'TCS.NS',"
TDPOWERSYS,TD Power Systems Limited,EQ,.NS,TDPOWERSYS.NS,"'TDPOWERSYS.NS',"
TEAMLEASE,Teamlease Services Limited,EQ,.NS,TEAMLEASE.NS,"'TEAMLEASE.NS',"
TECHIN,Techindia Nirman Limited,EQ,.NS,TECHIN.NS,"'TECHIN.NS',"
TECHM,Tech Mahindra Limited,EQ,.NS,TECHM.NS,"'TECHM.NS',"
TECHNOE,Techno Electric & Engineering Company Limited,EQ,.NS,TECHNOE.NS,"'TECHNOE.NS',"
TECHNOFAB,Technofab Engineering Limited,BZ,.NS,TECHNOFAB.NS,"'TECHNOFAB.NS',"
TEJASNET,Tejas Networks Limited,EQ,.NS,TEJASNET.NS,"'TEJASNET.NS',"
TERASOFT,Tera Software Limited,EQ,.NS,TERASOFT.NS,"'TERASOFT.NS',"
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,.NS,TEXINFRA.NS,"'TEXINFRA.NS',"
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,.NS,TEXMOPIPES.NS,"'TEXMOPIPES.NS',"
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,.NS,TEXRAIL.NS,"'TEXRAIL.NS',"
TFCILTD,Tourism Finance Corporation of India Limited,EQ,.NS,TFCILTD.NS,"'TFCILTD.NS',"
TFL,Transwarranty Finance Limited,EQ,.NS,TFL.NS,"'TFL.NS',"
TGBHOTELS,TGB Banquets And Hotels Limited,BE,.NS,TGBHOTELS.NS,"'TGBHOTELS.NS',"
THANGAMAYL,Thangamayil Jewellery Limited,EQ,.NS,THANGAMAYL.NS,"'THANGAMAYL.NS',"
THEINVEST,The Investment Trust Of India Limited,BZ,.NS,THEINVEST.NS,"'THEINVEST.NS',"
THEMISMED,Themis Medicare Limited,EQ,.NS,THEMISMED.NS,"'THEMISMED.NS',"
THERMAX,Thermax Limited,EQ,.NS,THERMAX.NS,"'THERMAX.NS',"
